component,kind,time,CdA,Hdot,Q,dP,mdot,qdot,state
lox_feed_series/lox_engine_injector,Connection,11.7,1.53e-05,-61873.50146644073,,408734.85420714814,0.46897052520396637,0.0,1
lox_feed_series/lox_engine_injector,Connection,11.8,1.53e-05,-64755.61563210897,,447872.54614690616,0.49091811695472287,0.0,1
lox_feed_series/lox_engine_injector,Connection,11.8,1.53e-05,-65066.592195420264,,452353.80793258676,0.49337585007335033,0.0,1
lox_feed_series/lox_engine_injector,Connection,11.9,1.53e-05,-65692.58513903932,,461269.52853015455,0.498222062063994,0.0,1
lox_feed_series/lox_engine_injector,Connection,11.9,1.53e-05,-63212.35720475124,,426964.3299673917,0.47933114115228775,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.0,1.53e-05,-62945.05433758627,,423233.74165713444,0.4772263658271295,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.0,1.53e-05,-62479.48813229325,,416872.333242308,0.47362032635354023,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.1,1.53e-05,-61912.59833205084,,409222.1887308127,0.4692485833257917,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.1,1.53e-05,-64628.91344424296,,446083.77224571345,0.48993501750390767,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.2,1.53e-05,-64871.76640352249,,449604.8071555821,0.4918723614744178,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.2,1.53e-05,-65356.47540621622,,456510.45825872757,0.4956428773557172,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.2,1.53e-05,-65816.99879499823,,463127.56701738527,0.4992295084681218,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.3,1.53e-05,-63383.22045653349,,429378.46792080626,0.48068924869717733,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.4,1.53e-05,-63126.870162414845,,425785.8495468455,0.47866800474075183,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.4,1.53e-05,-62686.92034721546,,419748.5679690775,0.47525640086606047,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.5,1.53e-05,-62277.83893364196,,414168.3112068627,0.4720809200491999,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.5,1.53e-05,-64939.488849463545,,450485.7920648774,0.49235131870583615,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.6,1.53e-05,-65313.10363933469,,455840.8056894683,0.49527625768501493,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.6,1.53e-05,-65965.36968101963,,465148.14977096,0.500314172948754,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.7,1.53e-05,-63476.50927952363,,430581.33130503545,0.48135912971428596,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.7,1.53e-05,-63027.48297839214,,424387.6503479717,0.47787862453190516,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.8,1.53e-05,-62476.63066896148,,416882.2847699762,0.47362830676258894,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.8,1.53e-05,-62013.75835246403,,410611.9903079403,0.47004724905597217,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.9,1.53e-05,-64589.97690292765,,445588.1681772293,0.4896647339385873,0.0,1
lox_feed_series/lox_engine_injector,Connection,12.9,1.53e-05,-64845.18729602385,,449264.98089945706,0.49168776890470556,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.0,1.53e-05,-65379.77181355396,,456851.7933014006,0.495828871422403,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.0,1.53e-05,-63059.816066077656,,424880.8194027214,0.47815897109489514,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.1,1.53e-05,-62819.88341549373,,421534.15292049485,0.4762663317223829,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.1,1.53e-05,-62393.70262390921,,415717.47791939817,0.4729633115918615,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.2,1.53e-05,-64901.673487322485,,449957.65230181266,0.49206245345093896,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.2,1.53e-05,-65274.60751567529,,455289.23383219534,0.4949758568923531,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.2,1.53e-05,-65720.07213463461,,461669.6407246957,0.49843874246306796,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.3,1.53e-05,-63352.9903254148,,428887.85344208847,0.48041067969213214,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.4,1.53e-05,-62947.73894730216,,423299.4356276445,0.47726482279333793,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.4,1.53e-05,-62436.79738667433,,416340.03054510645,0.47331964862423426,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.5,1.53e-05,-62003.88403307243,,410474.28068731463,0.4699680815676323,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.5,1.53e-05,-64451.063591742975,,443655.72682189156,0.48860094559676115,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.6,1.53e-05,-64672.379306277224,,446845.5257881516,0.49036070863733544,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.6,1.53e-05,-65160.69441034746,,453756.6067375283,0.4941445967173499,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.7,1.53e-05,-65668.84958483178,,460998.9810738324,0.4980788146733679,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.7,1.53e-05,-63514.96200289222,,431131.25206698355,0.48166775381902727,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.8,1.53e-05,-63254.762325875025,,427487.6518242205,0.47962242943860084,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.8,1.53e-05,-62828.401863101746,,421628.78811827913,0.47631884240873645,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.9,1.53e-05,-62430.82995326443,,416197.1934670341,0.47323538477487653,0.0,1
lox_feed_series/lox_engine_injector,Connection,13.9,1.53e-05,-64670.75170054028,,446733.53950748994,0.4902950758517051,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.0,1.53e-05,-64885.50839145422,,449837.85003797006,0.4920018021458701,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.0,1.53e-05,-65291.808141900954,,455620.8541187057,0.4951603283179077,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.1,1.53e-05,-63028.66074288043,,424464.84944791853,0.477925028670561,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.1,1.53e-05,-62714.927521903905,,420136.3329680552,0.47547647980587626,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.2,1.53e-05,-62278.39535822428,,414197.4731241207,0.4720985963170348,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.2,1.53e-05,-61937.93429131819,,409573.4634857712,0.46945073599066106,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.2,1.53e-05,-64268.56233846827,,441106.04708513845,0.48719301803480747,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.3,1.53e-05,-64483.17423213973,,444183.5303897305,0.4888955104715115,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.4,1.53e-05,-64952.26168969352,,450796.1179728127,0.49252706622930603,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.4,1.53e-05,-65438.18914673744,,457692.8302894711,0.4962861777143096,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.5,1.53e-05,-63404.997927181874,,429575.7394786978,0.48079499715761603,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.5,1.53e-05,-63151.75515901049,,426037.6775486576,0.4788055193542304,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.6,1.53e-05,-62736.483445226164,,420342.4137467519,0.4755890889392204,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.6,1.53e-05,-62224.1834501325,,413398.0973043372,0.4716389955774743,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.7,1.53e-05,-64376.0504033322,,442609.46778127766,0.4880238155320042,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.7,1.53e-05,-64557.5445439894,,445229.88342947565,0.48947200363456844,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.8,1.53e-05,-64931.300119316234,,450520.7262504074,0.4923773231716224,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.8,1.53e-05,-65284.81546953712,,455559.49593361374,0.4951286620911204,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.9,1.53e-05,-63152.83590296435,,426176.8303723546,0.4788896688548459,0.0,1
lox_feed_series/lox_engine_injector,Connection,14.9,1.53e-05,-62854.96667056415,,422055.88882465736,0.47656342171290533,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.0,1.53e-05,-62495.63254840904,,417136.3658516505,0.47377264024773535,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.0,1.53e-05,-62150.45375802568,,412436.08246314665,0.47109073385855743,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.1,1.53e-05,-64317.13648429452,,441812.2859285769,0.4875847191559453,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.1,1.53e-05,-64535.8773047429,,444938.27690473356,0.48931202325658124,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.2,1.53e-05,-64984.22418360518,,451257.57462550286,0.4927799111426194,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.2,1.53e-05,-65447.722218709365,,457833.08160011406,0.4963625285360259,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.2,1.53e-05,-63545.24390573486,,431488.7510954534,0.48186486154790853,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.3,1.53e-05,-63289.82862655528,,427916.9640409903,0.47986106486436725,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.4,1.53e-05,-62739.59884079204,,420401.8963362818,0.47562359277333455,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.4,1.53e-05,-62283.61374442788,,414209.29779148026,0.47210253857579787,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.5,1.53e-05,-64302.64242690747,,441612.39969002345,0.4874743725599061,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.5,1.53e-05,-64459.9922887971,,443886.6073570909,0.4887331273708412,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.6,1.53e-05,-64799.55682356973,,448685.2273611381,0.4913728568174409,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.6,1.53e-05,-65119.97687043067,,453242.30032970343,0.49386691574675984,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.7,1.53e-05,-63102.30919736008,,425480.9644654223,0.4784978613628588,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.7,1.53e-05,-62902.16951011314,,422679.9255905061,0.47691512044928547,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.8,1.53e-05,-62540.45565121949,,417728.72178134054,0.4741086116225569,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.8,1.53e-05,-62203.054294628375,,413132.0170176777,0.4714878989936371,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.9,1.53e-05,-64227.51466981429,,440569.3871317048,0.4868978159620829,0.0,1
lox_feed_series/lox_engine_injector,Connection,15.9,1.53e-05,-64439.38481478823,,443586.5460930491,0.48856714681290164,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.0,1.53e-05,-64864.2304008725,,449560.50919943856,0.4918509325326956,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.0,1.53e-05,-65301.64787416918,,455749.5698372326,0.49522986743468556,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.1,1.53e-05,-65769.33806485787,,462406.1983466426,0.4988382206032985,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.1,1.53e-05,-63838.46777645407,,435542.26337651274,0.484125893207027,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.2,1.53e-05,-63430.236338028386,,429882.4684867477,0.48096493410230484,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.2,1.53e-05,-62936.53913006705,,423112.4230651059,0.4771576358153271,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.2,1.53e-05,-62505.39024090772,,417233.6968353488,0.4738263165682962,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.3,1.53e-05,-62115.67510076107,,411948.1256892024,0.47081068521009933,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.4,1.53e-05,-64033.46046905741,,437879.8295534588,0.4854078704649228,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.4,1.53e-05,-64151.41340702995,,439593.38035259413,0.4863613743883234,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.4,1.53e-05,-64452.90816798051,,443833.2773226341,0.48870584170482445,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.5,1.53e-05,-64794.063434626274,,448642.0262088724,0.4913507334904021,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.6,1.53e-05,-65155.47388341287,,453758.2783822072,0.4941489554826221,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.6,1.53e-05,-63373.45870508293,,429170.13125637564,0.4805689908956393,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.7,1.53e-05,-63150.41599132868,,426051.21010312065,0.4788146362448622,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.7,1.53e-05,-62789.145130110635,,421089.39198096044,0.47601345370174,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.8,1.53e-05,-62449.90044043066,,416452.68277801905,0.4733806713149394,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.8,1.53e-05,-64304.59604073532,,441653.7740693318,0.48749789130875465,0.0,1
