component,kind,time,Isp,MR,P,Q,T,U,cstar,d,fill_level,h,m,m_l,m_v,mdot_fu,mdot_ox,s,thrust
gn2_tank,Node,0.3,,,30788070.202738788,,292.5298628212555,904781.7349448788,,308.939917243219,0.0,262360.79451126774,5.560918510377941,0.0,5.560918510377941,,,4966.1710392454,
gn2_tank,Node,0.4,,,30758506.819245577,,292.452684264837,904191.9082179284,,308.8150199560374,0.0,262265.06282212515,5.558670359208673,0.0,5.558670359208673,,,4966.170973068253,
gn2_tank,Node,0.4,,,30728993.61951841,,292.37557966625724,903602.8281766035,,308.690235249259,0.0,262169.45500445936,5.556424234486661,0.0,5.556424234486661,,,4966.170906992189,
gn2_tank,Node,0.4,,,30728993.61951841,,292.37557966625724,903602.8281766035,,308.690235249259,0.0,262169.45500445936,5.556424234486661,0.0,5.556424234486661,,,4966.170906992189,
gn2_tank,Node,0.4,,,30728993.61951841,,292.37557966625724,903602.8281766035,,308.690235249259,0.0,262169.45500445936,5.556424234486661,0.0,5.556424234486661,,,4966.170906992189,
gn2_tank,Node,0.4,,,30714260.087932706,,292.33706978729424,903308.660725775,,308.6278990928335,0.0,262121.71618490067,5.555302183671002,0.0,5.555302183671002,,,4966.170890502808,
gn2_tank,Node,0.5,,,30699539.04663341,,292.2985783287946,903014.67921153,,308.56559099190747,0.0,262074.00820407283,5.554180637854334,0.0,5.554180637854334,,,4966.170874025999,
gn2_tank,Node,0.5,,,30655425.08247669,,292.18312616199887,902133.2919017439,,308.37875078600405,0.0,261930.95695931616,5.550817514148073,0.0,5.550817514148073,,,4966.170725768188,
gn2_tank,Node,0.5,,,30626086.552804,,292.10627937553824,901546.8132327714,,308.25435866124536,0.0,261835.78059327917,5.548578455902416,0.0,5.548578455902416,,,4966.1706600439675,
gn2_tank,Node,0.5,,,30626086.552804,,292.10627937553824,901546.8132327714,,308.25435866124536,0.0,261835.78059327917,5.548578455902416,0.0,5.548578455902416,,,4966.1706600439675,
gn2_tank,Node,0.5,,,30626086.552804,,292.10627937553824,901546.8132327714,,308.25435866124536,0.0,261835.78059327917,5.548578455902416,0.0,5.548578455902416,,,4966.1706600439675,
gn2_tank,Node,0.6,,,30626086.552804,,292.10627937553824,901546.8132327714,,308.25435866124536,0.0,261835.78059327917,5.548578455902416,0.0,5.548578455902416,,,4966.1706600439675,
gn2_tank,Node,0.6,,,30626086.552804,,292.10627937553824,901546.8132327714,,308.25435866124536,0.0,261835.78059327917,5.548578455902416,0.0,5.548578455902416,,,4966.1706600439675,
gn2_tank,Node,0.6,,,30626086.552804,,292.10627937553824,901546.8132327714,,308.25435866124536,0.0,261835.78059327917,5.548578455902416,0.0,5.548578455902416,,,4966.1706600439675,
gn2_tank,Node,0.6,,,30596797.64832958,,292.0295059470205,900961.0743274246,,308.13007828129383,0.0,261740.72689181118,5.546341409063288,0.0,5.546341409063288,,,4966.170594419712,
gn2_tank,Node,0.6,,,30552944.359027296,,291.9144392313938,900083.5733258438,,307.94382505191567,0.0,261598.32010935814,5.542988850934481,0.0,5.542988850934481,,,4966.170446949994,
gn2_tank,Node,0.7,,,30538359.749489054,,291.8761493983962,899791.6254194195,,307.88182416395927,0.0,261550.9493053891,5.541872834951266,0.0,5.541872834951266,,,4966.170430610528,
gn2_tank,Node,0.7,,,30523787.445566304,,291.83787778733273,899499.8611596413,,307.8198510547571,0.0,261503.60894097545,5.540757318985627,0.0,5.540757318985627,,,4966.170414283449,
gn2_tank,Node,0.7,,,30523787.445566304,,291.83787778733273,899499.8611596413,,307.8198510547571,0.0,261503.60894097545,5.540757318985627,0.0,5.540757318985627,,,4966.170414283449,
gn2_tank,Node,0.7,,,30523787.445566304,,291.83787778733273,899499.8611596413,,307.8198510547571,0.0,261503.60894097545,5.540757318985627,0.0,5.540757318985627,,,4966.170414283449,
gn2_tank,Node,0.7,,,30494671.270374965,,291.7613600834325,898916.6995554343,,307.6959603481179,0.0,261408.9824949276,5.538527286266122,0.0,5.538527286266122,,,4966.170349007155,
gn2_tank,Node,0.8,,,30465604.169948734,,291.6849151445352,898334.2708820925,,307.5721805597948,0.0,261314.4775225561,5.536299250076306,0.0,5.536299250076306,,,4966.170283829729,
gn2_tank,Node,0.8,,,30465604.169948734,,291.6849151445352,898334.2708820925,,307.5721805597948,0.0,261314.4775225561,5.536299250076306,0.0,5.536299250076306,,,4966.170283829729,
gn2_tank,Node,0.8,,,30465604.169948734,,291.6849151445352,898334.2708820925,,307.5721805597948,0.0,261314.4775225561,5.536299250076306,0.0,5.536299250076306,,,4966.170283829729,
gn2_tank,Node,0.8,,,30465604.169948734,,291.6849151445352,898334.2708820925,,307.5721805597948,0.0,261314.4775225561,5.536299250076306,0.0,5.536299250076306,,,4966.170283829729,
gn2_tank,Node,0.8,,,30465604.169948734,,291.6849151445352,898334.2708820925,,307.5721805597948,0.0,261314.4775225561,5.536299250076306,0.0,5.536299250076306,,,4966.170283829729,
gn2_tank,Node,0.9,,,30451093.180497006,,291.64673442110535,898043.4222576696,,307.51034603357346,0.0,261267.28890064853,5.535186228604322,0.0,5.535186228604322,,,4966.170267564379,
gn2_tank,Node,0.9,,,30407608.33615326,,291.53221406896637,897171.4239343501,,307.3249253806499,0.0,261125.79421293462,5.531848656851698,0.0,5.531848656851698,,,4966.170121208655,
gn2_tank,Node,0.9,,,30364233.17180358,,291.417856722382,896301.065927097,,307.1397532387291,0.0,260984.5713204504,5.528515558297124,0.0,5.528515558297124,,,4966.169975184571,
gn2_tank,Node,0.9,,,30349807.41136318,,291.3798025948592,896011.4916819996,,307.07811182452764,0.0,260937.5938255238,5.527406012841497,0.0,5.527406012841497,,,4966.169959005029,
gn2_tank,Node,0.9,,,30349807.41136318,,291.3798025948592,896011.4916819996,,307.07811182452764,0.0,260937.5938255238,5.527406012841497,0.0,5.527406012841497,,,4966.169959005029,
gn2_tank,Node,1.0,,,30349807.41136318,,291.3798025948592,896011.4916819996,,307.07811182452764,0.0,260937.5938255238,5.527406012841497,0.0,5.527406012841497,,,4966.169959005029,
gn2_tank,Node,1.0,,,30349807.41136318,,291.3798025948592,896011.4916819996,,307.07811182452764,0.0,260937.5938255238,5.527406012841497,0.0,5.527406012841497,,,4966.169959005029,
gn2_tank,Node,1.0,,,30320983.902359124,,291.30371957201356,895432.7056120815,,306.95488396306575,0.0,260843.6923744973,5.525187911335183,0.0,5.525187911335183,,,4966.169894318373,
gn2_tank,Node,1.0,,,30292208.74656609,,291.22770853417273,894854.6434983729,,306.83176593180207,0.0,260749.9108336408,5.522971786772437,0.0,5.522971786772437,,,4966.169829729137,
gn2_tank,Node,1.0,,,30292208.74656609,,291.22770853417273,894854.6434983729,,306.83176593180207,0.0,260749.9108336408,5.522971786772437,0.0,5.522971786772437,,,4966.169829729137,
gn2_tank,Node,1.1,,,30292208.74656609,,291.22770853417273,894854.6434983729,,306.83176593180207,0.0,260749.9108336408,5.522971786772437,0.0,5.522971786772437,,,4966.169829729137,
gn2_tank,Node,1.1,,,30292208.74656609,,291.22770853417273,894854.6434983729,,306.83176593180207,0.0,260749.9108336408,5.522971786772437,0.0,5.522971786772437,,,4966.169829729137,
gn2_tank,Node,1.1,,,30292208.74656609,,291.22770853417273,894854.6434983729,,306.83176593180207,0.0,260749.9108336408,5.522971786772437,0.0,5.522971786772437,,,4966.169829729137,
gn2_tank,Node,1.1,,,30277843.399206948,,291.18974432033593,894565.9736792768,,306.77026174136637,0.0,260703.08312851228,5.521864711344594,0.0,5.521864711344594,,,4966.169813610424,
gn2_tank,Node,1.1,,,30234794.767085254,,291.0758732263734,893700.5050774424,,306.5858312834914,0.0,260562.67014223323,5.518544963102845,0.0,5.518544963102845,,,4966.169668573733,
gn2_tank,Node,1.2,,,30191854.20568623,,290.9621633939733,892836.6567485518,,306.40164690358364,0.0,260422.52546013828,5.5152296442645055,0.0,5.5152296442645055,,,4966.169523863859,
gn2_tank,Node,1.2,,,30177572.83716151,,290.92432442245024,892549.2457437974,,306.34033393530757,0.0,260375.90617125414,5.514126010835536,0.0,5.514126010835536,,,4966.169507829706,
gn2_tank,Node,1.2,,,30177572.83716151,,290.92432442245024,892549.2457437974,,306.34033393530757,0.0,260375.90617125414,5.514126010835536,0.0,5.514126010835536,,,4966.169507829706,
gn2_tank,Node,1.2,,,30177572.83716151,,290.92432442245024,892549.2457437974,,306.34033393530757,0.0,260375.90617125414,5.514126010835536,0.0,5.514126010835536,,,4966.169507829706,
gn2_tank,Node,1.2,,,30177572.83716151,,290.92432442245024,892549.2457437974,,306.34033393530757,0.0,260375.90617125414,5.514126010835536,0.0,5.514126010835536,,,4966.169507829706,
