component,kind,time,Isp,MR,P,Q,T,U,cstar,d,fill_level,h,m,m_l,m_v,mdot_fu,mdot_ox,s,thrust
gn2_supply_4500psi,Node,0.8,,,30363544.352222167,,291.4154654251465,896285.9832592541,,307.1374730965457,0.0,260981.53794359925,5.528474515737822,0.0,5.528474515737822,,,4966.167217657033,
gn2_supply_4500psi,Node,0.9,,,30363544.352222167,,291.4154654251465,896285.9832592541,,307.1374730965457,0.0,260981.53794359925,5.528474515737822,0.0,5.528474515737822,,,4966.167217657033,
gn2_supply_4500psi,Node,0.9,,,30363544.352222167,,291.4154654251465,896285.9832592541,,307.1374730965457,0.0,260981.53794359925,5.528474515737822,0.0,5.528474515737822,,,4966.167217657033,
gn2_supply_4500psi,Node,1.0,,,30363544.352222167,,291.4154654251465,896285.9832592541,,307.1374730965457,0.0,260981.53794359925,5.528474515737822,0.0,5.528474515737822,,,4966.167217657033,
gn2_supply_4500psi,Node,1.0,,,30255448.006208785,,291.1298032503234,894114.2474843035,,306.67517224397227,0.0,260629.05963496174,5.5201531003915,0.0,5.5201531003915,,,4966.166306010633,
gn2_supply_4500psi,Node,1.1,,,30219618.666253995,,291.034987615751,893393.7287333641,,306.5215868396712,0.0,260512.16953164406,5.517388563114081,0.0,5.517388563114081,,,4966.1662054225135,
gn2_supply_4500psi,Node,1.1,,,30219618.666253995,,291.034987615751,893393.7287333641,,306.5215868396712,0.0,260512.16953164406,5.517388563114081,0.0,5.517388563114081,,,4966.1662054225135,
gn2_supply_4500psi,Node,1.2,,,30148133.256372575,,290.8455129998716,891954.9382403451,,306.2147573916979,0.0,260278.72092031545,5.5118656330505615,0.0,5.5118656330505615,,,4966.165803557336,
gn2_supply_4500psi,Node,1.2,,,30148133.256372575,,290.8455129998716,891954.9382403451,,306.2147573916979,0.0,260278.72092031545,5.5118656330505615,0.0,5.5118656330505615,,,4966.165803557336,
gn2_supply_4500psi,Node,1.2,,,30148133.256372575,,290.8455129998716,891954.9382403451,,306.2147573916979,0.0,260278.72092031545,5.5118656330505615,0.0,5.5118656330505615,,,4966.165803557336,
gn2_supply_4500psi,Node,1.3,,,30041387.614363253,,290.5618705329839,889803.4730527212,,305.7555348961583,0.0,259929.60003834812,5.503599628130849,0.0,5.503599628130849,,,4966.164902148067,
gn2_supply_4500psi,Node,1.4,,,30006004.825282305,,290.4677228317932,889089.659541196,,305.6029693315208,0.0,259813.81978543272,5.500853447967374,0.0,5.500853447967374,,,4966.164802685129,
gn2_supply_4500psi,Node,1.4,,,30006004.825282305,,290.4677228317932,889089.659541196,,305.6029693315208,0.0,259813.81978543272,5.500853447967374,0.0,5.500853447967374,,,4966.164802685129,
gn2_supply_4500psi,Node,1.5,,,29935409.341039646,,290.2795819041086,887664.2454285626,,305.29817541028336,0.0,259582.58524186624,5.4953671573851,0.0,5.4953671573851,,,4966.16440531085,
gn2_supply_4500psi,Node,1.5,,,29935409.341039646,,290.2795819041086,887664.2454285626,,305.29817541028336,0.0,259582.58524186624,5.4953671573851,0.0,5.4953671573851,,,4966.16440531085,
gn2_supply_4500psi,Node,1.6,,,29935409.341039646,,290.2795819041086,887664.2454285626,,305.29817541028336,0.0,259582.58524186624,5.4953671573851,0.0,5.4953671573851,,,4966.16440531085,
gn2_supply_4500psi,Node,1.6,,,29935409.341039646,,290.2795819041086,887664.2454285626,,305.29817541028336,0.0,259582.58524186624,5.4953671573851,0.0,5.4953671573851,,,4966.16440531085,
gn2_supply_4500psi,Node,1.7,,,29829989.780537453,,289.99793226155214,885532.7429524916,,304.8419937904115,0.0,259236.76818696712,5.487155888227407,0.0,5.487155888227407,,,4966.163513953512,
gn2_supply_4500psi,Node,1.7,,,29725224.522562597,,289.7172696345691,883411.1135310684,,304.38731947081357,0.0,258892.5841448821,5.478971750474644,0.0,5.478971750474644,,,4966.1626275565895,
gn2_supply_4500psi,Node,1.8,,,29725224.522562597,,289.7172696345691,883411.1135310684,,304.38731947081357,0.0,258892.5841448821,5.478971750474644,0.0,5.478971750474644,,,4966.1626275565895,
gn2_supply_4500psi,Node,1.8,,,29725224.522562597,,289.7172696345691,883411.1135310684,,304.38731947081357,0.0,258892.5841448821,5.478971750474644,0.0,5.478971750474644,,,4966.1626275565895,
gn2_supply_4500psi,Node,1.9,,,29725224.522562597,,289.7172696345691,883411.1135310684,,304.38731947081357,0.0,258892.5841448821,5.478971750474644,0.0,5.478971750474644,,,4966.1626275565895,
gn2_supply_4500psi,Node,1.9,,,29725224.522562597,,289.7172696345691,883411.1135310684,,304.38731947081357,0.0,258892.5841448821,5.478971750474644,0.0,5.478971750474644,,,4966.1626275565895,
