component,kind,time,P,Q,T,U,d,fill_level,h,m,m_l,m_v,s
gn2_supply_4500psi,Node,0.0,30891672.16776428,,292.79965874613504,251901.7198399155,309.37706703910186,0.0,262695.6707346231,1.5468853351955092,0.0,1.5468853351955092,4966.170197643743
gn2_supply_4500psi,Node,0.1,30891672.16776428,,292.79965874613504,251901.7198399155,309.37706703910186,0.0,262695.6707346231,1.5468853351955092,0.0,1.5468853351955092,4966.170197643743
gn2_supply_4500psi,Node,0.1,30891672.16776428,,292.79965874613504,251901.7198399155,309.37706703910186,0.0,262695.6707346231,1.5468853351955092,0.0,1.5468853351955092,4966.170197643743
gn2_supply_4500psi,Node,0.2,30891672.16776428,,292.79965874613504,251901.7198399155,309.37706703910186,0.0,262695.6707346231,1.5468853351955092,0.0,1.5468853351955092,4966.170197643743
gn2_supply_4500psi,Node,0.2,30757969.370306615,,292.450838324009,251161.16361600594,308.8132539988347,0.0,262262.71393718536,1.5440662699941734,0.0,1.5440662699941734,4966.168847828941
gn2_supply_4500psi,Node,0.2,30625287.850635767,,292.10352629126055,250424.83212528197,308.2517319435872,0.0,261832.28157972786,1.5412586597179359,0.0,1.5412586597179359,4966.167507307585
gn2_supply_4500psi,Node,0.3,30625287.850635767,,292.10352629126055,250424.83212528197,308.2517319435872,0.0,261832.28157972786,1.5412586597179359,0.0,1.5412586597179359,4966.167507307585
gn2_supply_4500psi,Node,0.4,30625287.850635767,,292.10352629126055,250424.83212528197,308.2517319435872,0.0,261832.28157972786,1.5412586597179359,0.0,1.5412586597179359,4966.167507307585
gn2_supply_4500psi,Node,0.4,30625287.850635767,,292.10352629126055,250424.83212528197,308.2517319435872,0.0,261832.28157972786,1.5412586597179359,0.0,1.5412586597179359,4966.167507307585
gn2_supply_4500psi,Node,0.5,30493616.202328466,,291.75771035110597,249692.68603505162,307.69248379755027,0.0,261404.3489676529,1.5384624189877514,0.0,1.5384624189877514,4966.166175976552
gn2_supply_4500psi,Node,0.5,30362943.185717385,,291.41337835014,248964.68652208726,307.135492671856,0.0,260978.89173548922,1.53567746335928,0.0,1.53567746335928,4966.164853734239
gn2_supply_4500psi,Node,0.6,30362943.185717385,,291.41337835014,248964.68652208726,307.135492671856,0.0,260978.89173548922,1.53567746335928,0.0,1.53567746335928,4966.164853734239
gn2_supply_4500psi,Node,0.6,30362943.185717385,,291.41337835014,248964.68652208726,307.135492671856,0.0,260978.89173548922,1.53567746335928,0.0,1.53567746335928,4966.164853734239
gn2_supply_4500psi,Node,0.7,30362943.185717385,,291.41337835014,248964.68652208726,307.135492671856,0.0,260978.89173548922,1.53567746335928,0.0,1.53567746335928,4966.164853734239
gn2_supply_4500psi,Node,0.7,30362943.185717385,,291.41337835014,248964.68652208726,307.135492671856,0.0,260978.89173548922,1.53567746335928,0.0,1.53567746335928,4966.164853734239
gn2_supply_4500psi,Node,0.8,30233257.724888567,,291.0705182761761,248240.79526421774,306.5807418618915,0.0,260555.88584137819,1.5329037093094575,0.0,1.5329037093094575,4966.16354048055
gn2_supply_4500psi,Node,0.8,30104548.904743098,,290.72911825612726,247520.9744320888,306.028214844661,0.0,260135.3075616572,1.530141074223305,0.0,1.530141074223305,4966.162236116831
gn2_supply_4500psi,Node,0.9,30104548.904743098,,290.72911825612726,247520.9744320888,306.028214844661,0.0,260135.3075616572,1.530141074223305,0.0,1.530141074223305,4966.162236116831
gn2_supply_4500psi,Node,0.9,30104548.904743098,,290.72911825612726,247520.9744320888,306.028214844661,0.0,260135.3075616572,1.530141074223305,0.0,1.530141074223305,4966.162236116831
gn2_supply_4500psi,Node,1.0,30104548.904743098,,290.72911825612726,247520.9744320888,306.028214844661,0.0,260135.3075616572,1.530141074223305,0.0,1.530141074223305,4966.162236116831
gn2_supply_4500psi,Node,1.0,29976805.968121074,,290.3891665539252,246805.18668108727,305.4778952761942,0.0,259717.1334855696,1.527389476380971,0.0,1.527389476380971,4966.160940545879
gn2_supply_4500psi,Node,1.1,29850018.312986776,,290.05065156847786,246093.39514342556,304.9297669890003,0.0,259301.3405100715,1.5246488349450016,0.0,1.5246488349450016,4966.15965367191
gn2_supply_4500psi,Node,1.1,29850018.312986776,,290.05065156847786,246093.39514342556,304.9297669890003,0.0,259301.3405100715,1.5246488349450016,0.0,1.5246488349450016,4966.15965367191
gn2_supply_4500psi,Node,1.2,29850018.312986776,,290.05065156847786,246093.39514342556,304.9297669890003,0.0,259301.3405100715,1.5246488349450016,0.0,1.5246488349450016,4966.15965367191
gn2_supply_4500psi,Node,1.2,29850018.312986776,,290.05065156847786,246093.39514342556,304.9297669890003,0.0,259301.3405100715,1.5246488349450016,0.0,1.5246488349450016,4966.15965367191
gn2_supply_4500psi,Node,1.2,29724175.48967317,,289.713561831664,245385.56342038268,304.3838139895669,0.0,258887.90583473787,1.5219190699478344,0.0,1.5219190699478344,4966.158375400517
gn2_supply_4500psi,Node,1.3,29599267.19818434,,289.3778860063636,244681.65557469815,303.8400204559023,0.0,258476.80695677755,1.5192001022795114,0.0,1.5192001022795114,4966.157105638663
gn2_supply_4500psi,Node,1.4,29599267.19818434,,289.3778860063636,244681.65557469815,303.8400204559023,0.0,258476.80695677755,1.5192001022795114,0.0,1.5192001022795114,4966.157105638663
gn2_supply_4500psi,Node,1.4,29599267.19818434,,289.3778860063636,244681.65557469815,303.8400204559023,0.0,258476.80695677755,1.5192001022795114,0.0,1.5192001022795114,4966.157105638663
gn2_supply_4500psi,Node,1.5,29599267.19818434,,289.3778860063636,244681.65557469815,303.8400204559023,0.0,258476.80695677755,1.5192001022795114,0.0,1.5192001022795114,4966.157105638663
gn2_supply_4500psi,Node,1.5,29475283.285554808,,289.04361288452543,243981.63612311526,303.29837073512095,0.0,258068.02166614446,1.516491853675605,0.0,1.516491853675605,4966.155844294644
gn2_supply_4500psi,Node,1.6,29352213.743263755,,288.7107313852673,243285.47002907013,302.7588493410711,0.0,257661.52804074285,1.5137942467053553,0.0,1.5137942467053553,4966.154591278066
gn2_supply_4500psi,Node,1.6,29352213.743263755,,288.7107313852673,243285.47002907013,302.7588493410711,0.0,257661.52804074285,1.5137942467053553,0.0,1.5137942467053553,4966.154591278066
gn2_supply_4500psi,Node,1.7,29352213.743263755,,288.7107313852673,243285.47002907013,302.7588493410711,0.0,257661.52804074285,1.5137942467053553,0.0,1.5137942467053553,4966.154591278066
gn2_supply_4500psi,Node,1.7,29352213.743263755,,288.7107313852673,243285.47002907013,302.7588493410711,0.0,257661.52804074285,1.5137942467053553,0.0,1.5137942467053553,4966.154591278066
gn2_supply_4500psi,Node,1.8,29230048.704703428,,288.37923055301263,242593.12269552355,302.22144095200247,0.0,257257.30444173052,1.5111072047600125,0.0,1.5111072047600125,4966.153346499844
